source,relation,target
subcategory:Overall Experience/Opinion,hasOpinion,"opinion:will not return, very disappointed"
user:4jCn0zaFdCB1yC0h5am1FQ,hasReview,review:3E0t-qHUMFOyLH2_WxZZ1w
business:3hUjlS-wMHJyUrgacwmpAg,hasReview,review:3E0t-qHUMFOyLH2_WxZZ1w
review:3E0t-qHUMFOyLH2_WxZZ1w,hasExtract,aspect:3E0t-qHUMFOyLH2_WxZZ1w#1
aspect:3E0t-qHUMFOyLH2_WxZZ1w#1,hasCategory,category:Ambiance
category:Ambiance,hasSubcategory,subcategory:The Decor
subcategory:The Decor,hasOpinion,opinion:pretty nice
review:3E0t-qHUMFOyLH2_WxZZ1w,hasExtract,aspect:3E0t-qHUMFOyLH2_WxZZ1w#2
aspect:3E0t-qHUMFOyLH2_WxZZ1w#2,hasCategory,category:Ambiance
category:Ambiance,hasSubcategory,subcategory:Located area
subcategory:Located area,hasOpinion,opinion:opened in Downtown area where developments are needed
review:3E0t-qHUMFOyLH2_WxZZ1w,hasExtract,aspect:3E0t-qHUMFOyLH2_WxZZ1w#3
aspect:3E0t-qHUMFOyLH2_WxZZ1w#3,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:WiFi
subcategory:WiFi,hasOpinion,opinion:can just walk down from home to get something to drink and be connected
review:3E0t-qHUMFOyLH2_WxZZ1w,hasExtract,aspect:3E0t-qHUMFOyLH2_WxZZ1w#4
aspect:3E0t-qHUMFOyLH2_WxZZ1w#4,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Drink
subcategory:Drink,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:tasted very sour
review:3E0t-qHUMFOyLH2_WxZZ1w,hasExtract,aspect:3E0t-qHUMFOyLH2_WxZZ1w#5
aspect:3E0t-qHUMFOyLH2_WxZZ1w#5,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Drink
subcategory:Drink,hasDetail,detail:Quality
detail:Quality,hasOpinion,opinion:froth was actually very impressive
review:3E0t-qHUMFOyLH2_WxZZ1w,hasExtract,aspect:3E0t-qHUMFOyLH2_WxZZ1w#6
aspect:3E0t-qHUMFOyLH2_WxZZ1w#6,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Drink
subcategory:Drink,hasDetail,detail:Quality
detail:Quality,hasOpinion,opinion:espresso not the best
review:3E0t-qHUMFOyLH2_WxZZ1w,hasExtract,aspect:3E0t-qHUMFOyLH2_WxZZ1w#7
aspect:3E0t-qHUMFOyLH2_WxZZ1w#7,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Staffs
subcategory:Staffs,hasDetail,detail:Behaviour
detail:Behaviour,hasOpinion,opinion:service is excellent
review:3E0t-qHUMFOyLH2_WxZZ1w,hasExtract,aspect:3E0t-qHUMFOyLH2_WxZZ1w#8
aspect:3E0t-qHUMFOyLH2_WxZZ1w#8,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Ingredients
subcategory:Ingredients,hasDetail,detail:Quality
detail:Quality,hasOpinion,"opinion:roast their own coffee beans, aroma will get you wired"
user:JLTGSUwh4LaPWLRffaiurQ,hasReview,review:-Au7NPy4zxNvB2AOmn13wQ
business:XrikSy0DQ_fhVCaRRBJI-g,hasReview,review:-Au7NPy4zxNvB2AOmn13wQ
review:-Au7NPy4zxNvB2AOmn13wQ,hasExtract,aspect:-Au7NPy4zxNvB2AOmn13wQ#1
aspect:-Au7NPy4zxNvB2AOmn13wQ#1,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:Amazing!
review:-Au7NPy4zxNvB2AOmn13wQ,hasExtract,aspect:-Au7NPy4zxNvB2AOmn13wQ#2
aspect:-Au7NPy4zxNvB2AOmn13wQ#2,hasCategory,category:Discount/Offer
category:Discount/Offer,hasSubcategory,subcategory:Special
subcategory:Special,hasOpinion,opinion:wagyu ribeye was on special
review:-Au7NPy4zxNvB2AOmn13wQ,hasExtract,aspect:-Au7NPy4zxNvB2AOmn13wQ#3
aspect:-Au7NPy4zxNvB2AOmn13wQ#3,hasCategory,category:Others
category:Others,hasSubcategory,subcategory:Overall Experience/Opinion
subcategory:Overall Experience/Opinion,hasOpinion,opinion:best steakhouse in the southeast
user:wXdbkFZsfDR7utJvbWElyA,hasReview,review:6ZCRkNbG6EdyJnASeKqfrQ
business:zNsj7DIcD7-TNWRr8IlTDA,hasReview,review:6ZCRkNbG6EdyJnASeKqfrQ
review:6ZCRkNbG6EdyJnASeKqfrQ,hasExtract,aspect:6ZCRkNbG6EdyJnASeKqfrQ#1
aspect:6ZCRkNbG6EdyJnASeKqfrQ#1,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Ingredients
subcategory:Ingredients,hasDetail,detail:Quality
detail:Quality,hasOpinion,opinion:ingredients were fresh
review:6ZCRkNbG6EdyJnASeKqfrQ,hasExtract,aspect:6ZCRkNbG6EdyJnASeKqfrQ#2
aspect:6ZCRkNbG6EdyJnASeKqfrQ#2,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Quality
detail:Quality,hasOpinion,opinion:taco shells were sturdy enough to stay together while loaded
review:6ZCRkNbG6EdyJnASeKqfrQ,hasExtract,aspect:6ZCRkNbG6EdyJnASeKqfrQ#3
aspect:6ZCRkNbG6EdyJnASeKqfrQ#3,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:amount of chili was minimal and disappointing
review:6ZCRkNbG6EdyJnASeKqfrQ,hasExtract,aspect:6ZCRkNbG6EdyJnASeKqfrQ#4
aspect:6ZCRkNbG6EdyJnASeKqfrQ#4,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Size
detail:Size,hasOpinion,opinion:chicken version had a lot more meat
review:6ZCRkNbG6EdyJnASeKqfrQ,hasExtract,aspect:6ZCRkNbG6EdyJnASeKqfrQ#5
aspect:6ZCRkNbG6EdyJnASeKqfrQ#5,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Quality
detail:Quality,hasOpinion,"opinion:standard chicken deli meat, not seasoned like other Mexican restaurants"
review:6ZCRkNbG6EdyJnASeKqfrQ,hasExtract,aspect:6ZCRkNbG6EdyJnASeKqfrQ#6
aspect:6ZCRkNbG6EdyJnASeKqfrQ#6,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Staffs
subcategory:Staffs,hasDetail,detail:Behaviour
detail:Behaviour,hasOpinion,opinion:staff was friendly
review:6ZCRkNbG6EdyJnASeKqfrQ,hasExtract,aspect:6ZCRkNbG6EdyJnASeKqfrQ#7
aspect:6ZCRkNbG6EdyJnASeKqfrQ#7,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Staffs
subcategory:Staffs,hasDetail,detail:Experience
detail:Experience,hasOpinion,opinion:fairly quick on building my meal
review:6ZCRkNbG6EdyJnASeKqfrQ,hasExtract,aspect:6ZCRkNbG6EdyJnASeKqfrQ#8
aspect:6ZCRkNbG6EdyJnASeKqfrQ#8,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Staffs
subcategory:Staffs,hasDetail,detail:Availability
detail:Availability,hasOpinion,opinion:no tipping or busing of the tables by staff seemed apparent
review:6ZCRkNbG6EdyJnASeKqfrQ,hasExtract,aspect:6ZCRkNbG6EdyJnASeKqfrQ#9
aspect:6ZCRkNbG6EdyJnASeKqfrQ#9,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Parking
subcategory:Parking,hasOpinion,opinion:Plenty of parking in the common lot
user:oGeAVgN3sJUr-YvFmHRdLg,hasReview,review:a3jOHKLWsVz32e3ylEZS_A
business:WBdJ_3M3NC5RQZgGK_dPgA,hasReview,review:a3jOHKLWsVz32e3ylEZS_A
review:a3jOHKLWsVz32e3ylEZS_A,hasExtract,aspect:a3jOHKLWsVz32e3ylEZS_A#1
aspect:a3jOHKLWsVz32e3ylEZS_A#1,hasCategory,category:Ambiance
category:Ambiance,hasSubcategory,subcategory:Environment
subcategory:Environment,hasDetail,detail:Size
detail:Size,hasOpinion,opinion:beautiful and spacious ambience
review:a3jOHKLWsVz32e3ylEZS_A,hasExtract,aspect:a3jOHKLWsVz32e3ylEZS_A#2
aspect:a3jOHKLWsVz32e3ylEZS_A#2,hasCategory,category:Ambiance
category:Ambiance,hasSubcategory,subcategory:Places or Areas
subcategory:Places or Areas,hasDetail,detail:Bathroom
detail:Bathroom,hasOpinion,opinion:clean bathrooms
review:a3jOHKLWsVz32e3ylEZS_A,hasExtract,aspect:a3jOHKLWsVz32e3ylEZS_A#3
aspect:a3jOHKLWsVz32e3ylEZS_A#3,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Parking
subcategory:Parking,hasDetail,detail:Availability
detail:Availability,hasOpinion,opinion:tight off the street but a small handful more parking spots are available in the back
review:a3jOHKLWsVz32e3ylEZS_A,hasExtract,aspect:a3jOHKLWsVz32e3ylEZS_A#4
aspect:a3jOHKLWsVz32e3ylEZS_A#4,hasCategory,category:Ambiance
category:Ambiance,hasSubcategory,subcategory:Located area
subcategory:Located area,hasOpinion,opinion:good lively location
review:a3jOHKLWsVz32e3ylEZS_A,hasExtract,aspect:a3jOHKLWsVz32e3ylEZS_A#5
aspect:a3jOHKLWsVz32e3ylEZS_A#5,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Size
detail:Size,hasOpinion,opinion:extremely generous and very filling
review:a3jOHKLWsVz32e3ylEZS_A,hasExtract,aspect:a3jOHKLWsVz32e3ylEZS_A#6
aspect:a3jOHKLWsVz32e3ylEZS_A#6,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Ingredients
subcategory:Ingredients,hasDetail,detail:Healthy
detail:Healthy,hasOpinion,opinion:great healthy vegetarian options available
review:a3jOHKLWsVz32e3ylEZS_A,hasExtract,aspect:a3jOHKLWsVz32e3ylEZS_A#7
aspect:a3jOHKLWsVz32e3ylEZS_A#7,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Quality
detail:Quality,hasOpinion,opinion:made to order falafel and vegetarian wraps ... amazing
review:a3jOHKLWsVz32e3ylEZS_A,hasExtract,aspect:a3jOHKLWsVz32e3ylEZS_A#8
aspect:a3jOHKLWsVz32e3ylEZS_A#8,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Appetizers
subcategory:Appetizers,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:spicy greek feta cheese fries - yummy
review:a3jOHKLWsVz32e3ylEZS_A,hasExtract,aspect:a3jOHKLWsVz32e3ylEZS_A#9
aspect:a3jOHKLWsVz32e3ylEZS_A#9,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Drink
subcategory:Drink,hasDetail,detail:Taste
detail:Taste,hasOpinion,"opinion:Baklava Milk shake ... heavenly, delicious, scrumptious"
review:a3jOHKLWsVz32e3ylEZS_A,hasExtract,aspect:a3jOHKLWsVz32e3ylEZS_A#10
aspect:a3jOHKLWsVz32e3ylEZS_A#10,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Dessert
subcategory:Dessert,hasDetail,detail:Size
detail:Size,hasOpinion,opinion:couldn't finish it
review:a3jOHKLWsVz32e3ylEZS_A,hasExtract,aspect:a3jOHKLWsVz32e3ylEZS_A#11
aspect:a3jOHKLWsVz32e3ylEZS_A#11,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Staffs
subcategory:Staffs,hasDetail,detail:Behaviour
detail:Behaviour,hasOpinion,"opinion:extremely prompt and professional, friendly and they listened to your requests"
review:a3jOHKLWsVz32e3ylEZS_A,hasExtract,aspect:a3jOHKLWsVz32e3ylEZS_A#12
aspect:a3jOHKLWsVz32e3ylEZS_A#12,hasCategory,category:Others
category:Others,hasSubcategory,subcategory:Overall Experience/Opinion
subcategory:Overall Experience/Opinion,hasOpinion,opinion:Will go again! Great food and great option
user:utqICcMNsz-cSfbNSbOQYQ,hasReview,review:I6AaRfHvv4sDm590TWnjPw
business:owM_gW2UpuL9U3ZgqhvahA,hasReview,review:I6AaRfHvv4sDm590TWnjPw
review:I6AaRfHvv4sDm590TWnjPw,hasExtract,aspect:I6AaRfHvv4sDm590TWnjPw#1
aspect:I6AaRfHvv4sDm590TWnjPw#1,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:great Chinese food
review:I6AaRfHvv4sDm590TWnjPw,hasExtract,aspect:I6AaRfHvv4sDm590TWnjPw#2
aspect:I6AaRfHvv4sDm590TWnjPw#2,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:steamed dumplings were good
review:I6AaRfHvv4sDm590TWnjPw,hasExtract,aspect:I6AaRfHvv4sDm590TWnjPw#3
aspect:I6AaRfHvv4sDm590TWnjPw#3,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:General Tso's was awesome
review:I6AaRfHvv4sDm590TWnjPw,hasExtract,aspect:I6AaRfHvv4sDm590TWnjPw#4
aspect:I6AaRfHvv4sDm590TWnjPw#4,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Staffs
subcategory:Staffs,hasDetail,detail:Behaviour
detail:Behaviour,hasOpinion,opinion:above and beyond professionalism
review:I6AaRfHvv4sDm590TWnjPw,hasExtract,aspect:I6AaRfHvv4sDm590TWnjPw#5
aspect:I6AaRfHvv4sDm590TWnjPw#5,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Delivery
subcategory:Delivery,hasDetail,detail:Time
detail:Time,hasOpinion,opinion:order came quick
user:uvRTbrifQLVWe_ultDd12Q,hasReview,review:7zJMuRLCcTe78mZhb2ngHg
business:_yk7klwrfUIX1qhaITV2nA,hasReview,review:7zJMuRLCcTe78mZhb2ngHg
review:7zJMuRLCcTe78mZhb2ngHg,hasExtract,aspect:7zJMuRLCcTe78mZhb2ngHg#1
aspect:7zJMuRLCcTe78mZhb2ngHg#1,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Size
detail:Size,hasOpinion,opinion:grilled cheese was so tiny
review:7zJMuRLCcTe78mZhb2ngHg,hasExtract,aspect:7zJMuRLCcTe78mZhb2ngHg#2
aspect:7zJMuRLCcTe78mZhb2ngHg#2,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Price
detail:Price,hasOpinion,opinion:could've made at home for $2
review:7zJMuRLCcTe78mZhb2ngHg,hasExtract,aspect:7zJMuRLCcTe78mZhb2ngHg#3
aspect:7zJMuRLCcTe78mZhb2ngHg#3,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:the food wasn't even enjoyable
review:7zJMuRLCcTe78mZhb2ngHg,hasExtract,aspect:7zJMuRLCcTe78mZhb2ngHg#4
aspect:7zJMuRLCcTe78mZhb2ngHg#4,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:fries weren't anything special and they didn't have ketchup to dip them in
review:7zJMuRLCcTe78mZhb2ngHg,hasExtract,aspect:7zJMuRLCcTe78mZhb2ngHg#5
aspect:7zJMuRLCcTe78mZhb2ngHg#5,hasCategory,category:Worthiness
category:Worthiness,hasSubcategory,subcategory:Waiting
subcategory:Waiting,hasOpinion,opinion:waited for almost 45 minutes for my order
review:7zJMuRLCcTe78mZhb2ngHg,hasExtract,aspect:7zJMuRLCcTe78mZhb2ngHg#6
aspect:7zJMuRLCcTe78mZhb2ngHg#6,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Staffs
subcategory:Staffs,hasDetail,detail:Behaviour
detail:Behaviour,hasOpinion,opinion:the lady in the truck kept running out to tell customers they were low on stock
review:7zJMuRLCcTe78mZhb2ngHg,hasExtract,aspect:7zJMuRLCcTe78mZhb2ngHg#7
aspect:7zJMuRLCcTe78mZhb2ngHg#7,hasCategory,category:Worthiness
category:Worthiness,hasSubcategory,subcategory:Price
subcategory:Price,hasOpinion,opinion:grilled cheese could've been made at home for $2
user:YmbEwgMZorJS94EVd7nPvA,hasReview,review:M2ZksSuorP8KUUCj8sNoSg
business:IhN-DlnytNvnzCoTIwwfgQ,hasReview,review:M2ZksSuorP8KUUCj8sNoSg
review:M2ZksSuorP8KUUCj8sNoSg,hasExtract,aspect:M2ZksSuorP8KUUCj8sNoSg#1
aspect:M2ZksSuorP8KUUCj8sNoSg#1,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Staffs
subcategory:Staffs,hasDetail,detail:Behaviour
detail:Behaviour,hasOpinion,opinion:forgot to ring in our order and didn't apologize
review:M2ZksSuorP8KUUCj8sNoSg,hasExtract,aspect:M2ZksSuorP8KUUCj8sNoSg#2
aspect:M2ZksSuorP8KUUCj8sNoSg#2,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Staffs
subcategory:Staffs,hasDetail,detail:Experience
detail:Experience,hasOpinion,opinion:slow service
review:M2ZksSuorP8KUUCj8sNoSg,hasExtract,aspect:M2ZksSuorP8KUUCj8sNoSg#3
aspect:M2ZksSuorP8KUUCj8sNoSg#3,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Staffs
subcategory:Staffs,hasDetail,detail:Behaviour
detail:Behaviour,hasOpinion,opinion:no drink refills and let dirty plates sit on our table
review:M2ZksSuorP8KUUCj8sNoSg,hasExtract,aspect:M2ZksSuorP8KUUCj8sNoSg#4
aspect:M2ZksSuorP8KUUCj8sNoSg#4,hasCategory,category:Worthiness
category:Worthiness,hasSubcategory,subcategory:Waiting
subcategory:Waiting,hasOpinion,opinion:waited a total of 2 and a half hours for lunch
review:M2ZksSuorP8KUUCj8sNoSg,hasExtract,aspect:M2ZksSuorP8KUUCj8sNoSg#5
aspect:M2ZksSuorP8KUUCj8sNoSg#5,hasCategory,category:Others
category:Others,hasSubcategory,subcategory:Reservation
subcategory:Reservation,hasOpinion,opinion:booking a company dinner for 20 people in the private room will not be done
user:ap1Vh6qN7t8th2wOBMFOtA,hasReview,review:Nqlm2EHXsBHHA76Rc4LvyQ
business:U8kK8hHCR67qinrTImRUBg,hasReview,review:Nqlm2EHXsBHHA76Rc4LvyQ
review:Nqlm2EHXsBHHA76Rc4LvyQ,hasExtract,aspect:Nqlm2EHXsBHHA76Rc4LvyQ#1
aspect:Nqlm2EHXsBHHA76Rc4LvyQ#1,hasCategory,category:Others
category:Others,hasSubcategory,subcategory:Overall Experience/Opinion
subcategory:Overall Experience/Opinion,hasOpinion,opinion:Five stars
review:Nqlm2EHXsBHHA76Rc4LvyQ,hasExtract,aspect:Nqlm2EHXsBHHA76Rc4LvyQ#2
aspect:Nqlm2EHXsBHHA76Rc4LvyQ#2,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasOpinion,opinion:Sandwiches galore
review:Nqlm2EHXsBHHA76Rc4LvyQ,hasExtract,aspect:Nqlm2EHXsBHHA76Rc4LvyQ#3
aspect:Nqlm2EHXsBHHA76Rc4LvyQ#3,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Menu
subcategory:Menu,hasOpinion,opinion:they'll make it for you if they don't have it
review:Nqlm2EHXsBHHA76Rc4LvyQ,hasExtract,aspect:Nqlm2EHXsBHHA76Rc4LvyQ#4
aspect:Nqlm2EHXsBHHA76Rc4LvyQ#4,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Size
detail:Size,hasOpinion,opinion:pile it high
review:Nqlm2EHXsBHHA76Rc4LvyQ,hasExtract,aspect:Nqlm2EHXsBHHA76Rc4LvyQ#5
aspect:Nqlm2EHXsBHHA76Rc4LvyQ#5,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Ingredients
subcategory:Ingredients,hasOpinion,opinion:pick your own ingredients for salads
review:Nqlm2EHXsBHHA76Rc4LvyQ,hasExtract,aspect:Nqlm2EHXsBHHA76Rc4LvyQ#6
aspect:Nqlm2EHXsBHHA76Rc4LvyQ#6,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:daily specials are excellent
review:Nqlm2EHXsBHHA76Rc4LvyQ,hasExtract,aspect:Nqlm2EHXsBHHA76Rc4LvyQ#7
aspect:Nqlm2EHXsBHHA76Rc4LvyQ#7,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Ingredients
subcategory:Ingredients,hasDetail,detail:Quality
detail:Quality,hasOpinion,opinion:extreme care in selecting ingredients
review:Nqlm2EHXsBHHA76Rc4LvyQ,hasExtract,aspect:Nqlm2EHXsBHHA76Rc4LvyQ#8
aspect:Nqlm2EHXsBHHA76Rc4LvyQ#8,hasCategory,category:Others
category:Others,hasSubcategory,subcategory:Overall Experience/Opinion
subcategory:Overall Experience/Opinion,hasOpinion,opinion:My numero uno joint
user:CYkJZb4b73_l8pc2coYCYA,hasReview,review:1_bSZ5xrSETq3PR9J3cExw
business:skY6r8WAkYqpV7_TxNm23w,hasReview,review:1_bSZ5xrSETq3PR9J3cExw
review:1_bSZ5xrSETq3PR9J3cExw,hasExtract,aspect:1_bSZ5xrSETq3PR9J3cExw#1
aspect:1_bSZ5xrSETq3PR9J3cExw#1,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:the best breakfast ever
review:1_bSZ5xrSETq3PR9J3cExw,hasExtract,aspect:1_bSZ5xrSETq3PR9J3cExw#2
aspect:1_bSZ5xrSETq3PR9J3cExw#2,hasCategory,category:Ambiance
category:Ambiance,hasSubcategory,subcategory:Outside view
subcategory:Outside view,hasOpinion,opinion:looking at the ocean
user:dioXbYFdMCyE7zCK90eM3Q,hasReview,review:TPbXDei8FfL_ZeDeEDYk9g
business:pog-n68Vw_8tvHPHB51rZQ,hasReview,review:TPbXDei8FfL_ZeDeEDYk9g
review:TPbXDei8FfL_ZeDeEDYk9g,hasExtract,aspect:TPbXDei8FfL_ZeDeEDYk9g#1
aspect:TPbXDei8FfL_ZeDeEDYk9g#1,hasCategory,category:Ambiance
category:Ambiance,hasSubcategory,subcategory:Environment
subcategory:Environment,hasDetail,detail:Type
detail:Type,hasOpinion,opinion:awesome space in an old industrial building
review:TPbXDei8FfL_ZeDeEDYk9g,hasExtract,aspect:TPbXDei8FfL_ZeDeEDYk9g#2
aspect:TPbXDei8FfL_ZeDeEDYk9g#2,hasCategory,category:Ambiance
category:Ambiance,hasSubcategory,subcategory:Furniture
subcategory:Furniture,hasDetail,detail:Table
detail:Table,hasOpinion,opinion:a bunch of tables in front
review:TPbXDei8FfL_ZeDeEDYk9g,hasExtract,aspect:TPbXDei8FfL_ZeDeEDYk9g#3
aspect:TPbXDei8FfL_ZeDeEDYk9g#3,hasCategory,category:Ambiance
category:Ambiance,hasSubcategory,subcategory:Places or Areas
subcategory:Places or Areas,hasDetail,detail:Bar
detail:Bar,hasOpinion,opinion:a big double sided bar in the middle
review:TPbXDei8FfL_ZeDeEDYk9g,hasExtract,aspect:TPbXDei8FfL_ZeDeEDYk9g#4
aspect:TPbXDei8FfL_ZeDeEDYk9g#4,hasCategory,category:Ambiance
category:Ambiance,hasSubcategory,subcategory:Places or Areas
subcategory:Places or Areas,hasDetail,detail:Bar
detail:Bar,hasOpinion,opinion:frequently pull food trucks into their brewing hall in back
review:TPbXDei8FfL_ZeDeEDYk9g,hasExtract,aspect:TPbXDei8FfL_ZeDeEDYk9g#5
aspect:TPbXDei8FfL_ZeDeEDYk9g#5,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Seating
subcategory:Seating,hasOpinion,"opinion:dedicated the end of the bar to walk‑up orders, so you don't have to worry about reaching past the bar seating"
review:TPbXDei8FfL_ZeDeEDYk9g,hasExtract,aspect:TPbXDei8FfL_ZeDeEDYk9g#6
aspect:TPbXDei8FfL_ZeDeEDYk9g#6,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Drink
subcategory:Drink,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:playing it safe with a couple of standby options and focusing on the IPAs
review:TPbXDei8FfL_ZeDeEDYk9g,hasExtract,aspect:TPbXDei8FfL_ZeDeEDYk9g#7
aspect:TPbXDei8FfL_ZeDeEDYk9g#7,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Drink
subcategory:Drink,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:the Sylvie porter was the only real standout
user:epYoiSOtuBFM5jHtaY0woA,hasReview,review:Hqs-ppv3OkWLsUEEVUcbKQ
business:NGR_aVWJ-W_KHvBDrmFP1A,hasReview,review:Hqs-ppv3OkWLsUEEVUcbKQ
review:Hqs-ppv3OkWLsUEEVUcbKQ,hasExtract,aspect:Hqs-ppv3OkWLsUEEVUcbKQ#1
aspect:Hqs-ppv3OkWLsUEEVUcbKQ#1,hasCategory,category:Worthiness
category:Worthiness,hasSubcategory,subcategory:Price
subcategory:Price,hasOpinion,opinion:$25 for dinner
review:Hqs-ppv3OkWLsUEEVUcbKQ,hasExtract,aspect:Hqs-ppv3OkWLsUEEVUcbKQ#2
aspect:Hqs-ppv3OkWLsUEEVUcbKQ#2,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Dessert
subcategory:Dessert,hasOpinion,opinion:cotton candy
review:Hqs-ppv3OkWLsUEEVUcbKQ,hasExtract,aspect:Hqs-ppv3OkWLsUEEVUcbKQ#3
aspect:Hqs-ppv3OkWLsUEEVUcbKQ#3,hasCategory,category:Ambiance
category:Ambiance,hasSubcategory,subcategory:Places or Areas
subcategory:Places or Areas,hasDetail,detail:Buffet
detail:Buffet,hasOpinion,opinion:best buffet
review:Hqs-ppv3OkWLsUEEVUcbKQ,hasExtract,aspect:Hqs-ppv3OkWLsUEEVUcbKQ#4
aspect:Hqs-ppv3OkWLsUEEVUcbKQ#4,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Quality
detail:Quality,hasOpinion,"opinion:seafood, carving station, Asian, Mexican etc - you will not be disappointed"
user:bBpOJ275_SvZZ0teu9J0SA,hasReview,review:16n09Tn7cqS8pQrDg44gyA
business:t7pZrv7LaqTQ71Iq6NerCQ,hasReview,review:16n09Tn7cqS8pQrDg44gyA
review:16n09Tn7cqS8pQrDg44gyA,hasExtract,aspect:16n09Tn7cqS8pQrDg44gyA#1
aspect:16n09Tn7cqS8pQrDg44gyA#1,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Quality
detail:Quality,hasOpinion,opinion:excellent
review:16n09Tn7cqS8pQrDg44gyA,hasExtract,aspect:16n09Tn7cqS8pQrDg44gyA#2
aspect:16n09Tn7cqS8pQrDg44gyA#2,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:overly spicy
review:16n09Tn7cqS8pQrDg44gyA,hasExtract,aspect:16n09Tn7cqS8pQrDg44gyA#3
aspect:16n09Tn7cqS8pQrDg44gyA#3,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:well seasoned
