id,label,value,text
subcategory:Accessibility for Special needs,Subcategory,Accessibility for Special needs,
opinion:helped my mom with her limited hand ability,Opinion,helped my mom with her limited hand ability,
aspect:rBZfOXJCFoCHx2f7gQ-uLw#4,Aspect,,
opinion:food was excellent,Opinion,food was excellent,
review:0k7Jay7sZIaRKw51OSs5Mg,Review,,"I've said it before and I'll say it again, Twisted Tree is my favorite steakhouse.  It's located on the side of a Holiday Inn on Lindberg down from another of their restaurants, Helen Fitzgerald's.  It would be a good idea if you made reservations.  They have a bar menu but you can order off of the regular menu if you are sitting at the bar.  Of course that's where we sat where Taylor and Tiffiny (?) took excellent care of us.

We decided to share the batter dipped lobster bites.  Four to an order and they were delicious.  They were served on top of shoestring potatoes and they were very good also.  I could have munched on them all night.  Now here is the best thing about Twisted Tree.  Where other steak restaurants serve everything ala carte, Twisted Tree doesn't.  Your entrée comes with a salad (regular or Caesar) and a side dish.  The salads are nice and fresh.

He decided to get the Kansas City strip and I got the 12 oz. prime rib with my side being a baked potato.  I can't remember what his side was because I was so involved with my food that I didn't even look.  My prime rib was the best prime rib I have ever had.  I will have a hard time when I come back here to not order this again.  We also decided on dessert - wedding cake. We ordered it with a scoop of ice cream and it was delicious also.

Would I come back here?   You better believe it. I'll see you in the funny pages."
user:Yj4SpqG0OJxbg8L1Qsrlsw,User,,
business:gBGD0dNvfLlQOAaZzCU1NQ,Business,,
aspect:0k7Jay7sZIaRKw51OSs5Mg#1,Aspect,,
opinion:located on the side of a Holiday Inn,Opinion,located on the side of a Holiday Inn,
aspect:0k7Jay7sZIaRKw51OSs5Mg#2,Aspect,,
opinion:good idea to make reservations,Opinion,good idea to make reservations,
aspect:0k7Jay7sZIaRKw51OSs5Mg#3,Aspect,,
opinion:took excellent care of us,Opinion,took excellent care of us,
aspect:0k7Jay7sZIaRKw51OSs5Mg#4,Aspect,,
opinion:bar menu but can order off the regular menu at the bar,Opinion,bar menu but can order off the regular menu at the bar,
aspect:0k7Jay7sZIaRKw51OSs5Mg#5,Aspect,,
opinion:batter dipped lobster bites were delicious,Opinion,batter dipped lobster bites were delicious,
aspect:0k7Jay7sZIaRKw51OSs5Mg#6,Aspect,,
opinion:salads are nice and fresh,Opinion,salads are nice and fresh,
aspect:0k7Jay7sZIaRKw51OSs5Mg#7,Aspect,,
opinion:prime rib was the best prime rib I have ever had,Opinion,prime rib was the best prime rib I have ever had,
aspect:0k7Jay7sZIaRKw51OSs5Mg#8,Aspect,,
opinion:wedding cake with ice cream was delicious,Opinion,wedding cake with ice cream was delicious,
review:G9wHNoN7Gk73Y0x3P-TgqQ,Review,,"Please don't waste your time patronizing this business at Cheltenham Mall. The staff at this location are HORRIBLE! I was there on Monday waiting for my order when one of them started cursing about someone's order she couldn't find.m and was joined by two other staff with the profane tyrant over the missing order. The young patron, not more than 18 was there with a boy about 10, yet the staff continued with their rant."
user:zilJc_RieaR5xf6NQ9NqCA,User,,
business:FFaR1oEJbzjn7CohqIt6TQ,Business,,
aspect:G9wHNoN7Gk73Y0x3P-TgqQ#1,Aspect,,
opinion:HORRIBLE! staff cursed about a missing order,Opinion,HORRIBLE! staff cursed about a missing order,
aspect:G9wHNoN7Gk73Y0x3P-TgqQ#2,Aspect,,
opinion:waiting for my order,Opinion,waiting for my order,
review:hHjhgDFf3pP46W8G7uDcUA,Review,,Great crepes with lotsa options. Soda/fountain drinks too. Scotch and soda type stuff or Italian sodas and etc. good place for a before or after movie bite. Or be like us and just come for the food.
user:TscKkHzUzDsQiHr86BtREQ,User,,
business:j8NhrBzy1op0BfVGdSOiXQ,Business,,
aspect:hHjhgDFf3pP46W8G7uDcUA#1,Aspect,,
opinion:Great crepes,Opinion,Great crepes,
aspect:hHjhgDFf3pP46W8G7uDcUA#2,Aspect,,
"opinion:Soda/fountain drinks, Scotch and soda type stuff or Italian sodas",Opinion,"Soda/fountain drinks, Scotch and soda type stuff or Italian sodas",
aspect:hHjhgDFf3pP46W8G7uDcUA#3,Aspect,,
opinion:good place for a before or after movie bite,Opinion,good place for a before or after movie bite,
review:tnvK0h8HwpIph-MXIrZ2_g,Review,,"It's conflicting to recommend this place for two reasons.  However, I will let you decide based on what you read. 

To start off, the burger prices are low for the smoking of food you get.  I ordered a double burger and I couldn't finish it. The burger tasted very good. If you've been to Texas, this burger slightly reminded me of Whataburger's hamburgers in terms of taste. 

I was given the choice between regular or spiced fries. I went with the spiced fries and they tasted between the Long John Silvers and Rally's/Checkers fries. Overall, the food was delicious and satisfying.

This next part, however, is where it gets hard to recommend the restaurant to just anyone. As I walked in, I was greeted to two employees who were joking around.  They were young, possible high school seniors or recent graduates. One wasn't wearing a mask and the other had a mask on but it was fully under her chin. Without masks, they approached the customer ahead of me to give her the food she was there to pick up. You could tell that customer felt uncomfortable getting the food from unmasked employees, but she didn't say anything about it.  I would have left if not for a friend who was set on eating here. 

I'm my order was handled by an older woman who was very friendly and knowledgeable about the food options. She wasn't wearing a mask either. Behind her, I could see employees in the kitchen engage in physical contact like slapping of the hands and more joking around without gloves and masks.  The burger is good, but is it worth ignoring what I witnessed, I'm not so sure."
user:794iYKLI-Fvxj1TASlG-bg,User,,
business:Q5gW8CA-IKGeb_hFjzJGKQ,Business,,
aspect:tnvK0h8HwpIph-MXIrZ2_g#1,Aspect,,
opinion:prices are low,Opinion,prices are low,
aspect:tnvK0h8HwpIph-MXIrZ2_g#2,Aspect,,
opinion:couldn't finish the double burger,Opinion,couldn't finish the double burger,
aspect:tnvK0h8HwpIph-MXIrZ2_g#3,Aspect,,
"opinion:burger tasted very good, reminiscent of Whataburger",Opinion,"burger tasted very good, reminiscent of Whataburger",
aspect:tnvK0h8HwpIph-MXIrZ2_g#4,Aspect,,
opinion:spiced fries tasted between Long John Silvers and Rally's/Checkers,Opinion,spiced fries tasted between Long John Silvers and Rally's/Checkers,
aspect:tnvK0h8HwpIph-MXIrZ2_g#5,Aspect,,
opinion:overall food was delicious and satisfying,Opinion,overall food was delicious and satisfying,
aspect:tnvK0h8HwpIph-MXIrZ2_g#6,Aspect,,
opinion:employees were joking around and not wearing masks,Opinion,employees were joking around and not wearing masks,
aspect:tnvK0h8HwpIph-MXIrZ2_g#7,Aspect,,
opinion:older woman was very friendly and knowledgeable about the food options,Opinion,older woman was very friendly and knowledgeable about the food options,
aspect:tnvK0h8HwpIph-MXIrZ2_g#8,Aspect,,
"opinion:kitchen staff engaged in physical contact, no gloves or masks",Opinion,"kitchen staff engaged in physical contact, no gloves or masks",
review:yBiHbwloPPaN3fe3wHI7_g,Review,,"This place is probably as bad if not worse than the restaurant that was at this location before it. Our waitress checked on us once during our whole visit. When my pancakes arrived they were cold, not like it has been sitting out cold, but like they were kept in a refrigerator cold. I ordered the cinnamon roll pancakes and WARNING they come with strawberries Incase you don't like strawberries. Even the waitress didn't know they came with strawberries. I looked passed that because I do like strawberries but the whole dish was cold while the syrup they gave me was hot. 

I attempted to eat it anyways, but when I took a bite of my second strawberry it had a very rotten taste to it and I had to spit it out. I have never had to return food in my life. But I had to at this location. I waited 45 minutes for my food and when it arrived it was cold and the strawberries didn't even taste like strawberries. Worst experience at a restaurant I have ever had."
user:9nzptcCPU99HMziz7cZfxA,User,,
business:aua0xOZTwAiHGoXQz5pjPQ,Business,,
aspect:yBiHbwloPPaN3fe3wHI7_g#1,Aspect,,
opinion:waitress checked on us only once during our whole visit,Opinion,waitress checked on us only once during our whole visit,
aspect:yBiHbwloPPaN3fe3wHI7_g#2,Aspect,,
opinion:waitress didn't know the pancakes came with strawberries,Opinion,waitress didn't know the pancakes came with strawberries,
aspect:yBiHbwloPPaN3fe3wHI7_g#3,Aspect,,
opinion:pancakes arrived cold,Opinion,pancakes arrived cold,
aspect:yBiHbwloPPaN3fe3wHI7_g#4,Aspect,,
opinion:strawberries had a very rotten taste,Opinion,strawberries had a very rotten taste,
aspect:yBiHbwloPPaN3fe3wHI7_g#5,Aspect,,
opinion:waited 45 minutes for my food,Opinion,waited 45 minutes for my food,
review:DjVn5hf4P2WGCsIIoNQtJg,Review,,"Best pizza I've ever had in my life. When it's not too busy the atmosphere is lovely. I've tried multiple pies & all were GOOD. You can't order wrong here. The crust is amazing. The ingredients are fresh and high quality. They're designation of origin certified for some of the pizzas!! I will agree the service kind of dips in quality when it's busy, but what can you expect at such a popular place in such a small space? My only real complaint has to do with the size of the meat and cheese board. It's delicious but seems to change in size depending on party size, without any price adjustment. While that's nice in a way, I also don't appreciate going out with my boyfriend and paying the same price I pay with my family but getting less food. I wish there was a standard size or at the very least a sizing options so I wasn't paying the same $12 for less food."
user:xDc94luF7rGHsFnDdnwg9w,User,,
business:Ei5HBqe012ImhqEr2ZH2gg,Business,,
aspect:DjVn5hf4P2WGCsIIoNQtJg#1,Aspect,,
opinion:Best pizza I've ever had in my life,Opinion,Best pizza I've ever had in my life,
aspect:DjVn5hf4P2WGCsIIoNQtJg#2,Aspect,,
opinion:atmosphere is lovely,Opinion,atmosphere is lovely,
aspect:DjVn5hf4P2WGCsIIoNQtJg#3,Aspect,,
opinion:all were GOOD,Opinion,all were GOOD,
aspect:DjVn5hf4P2WGCsIIoNQtJg#4,Aspect,,
opinion:crust is amazing,Opinion,crust is amazing,
aspect:DjVn5hf4P2WGCsIIoNQtJg#5,Aspect,,
opinion:ingredients are fresh and high quality,Opinion,ingredients are fresh and high quality,
aspect:DjVn5hf4P2WGCsIIoNQtJg#6,Aspect,,
opinion:designation of origin certified for some pizzas,Opinion,designation of origin certified for some pizzas,
aspect:DjVn5hf4P2WGCsIIoNQtJg#7,Aspect,,
opinion:service kind of dips in quality when it's busy,Opinion,service kind of dips in quality when it's busy,
aspect:DjVn5hf4P2WGCsIIoNQtJg#8,Aspect,,
opinion:size of the meat and cheese board changes depending on party size,Opinion,size of the meat and cheese board changes depending on party size,
aspect:DjVn5hf4P2WGCsIIoNQtJg#9,Aspect,,
opinion:paying the same price but getting less food,Opinion,paying the same price but getting less food,
aspect:DjVn5hf4P2WGCsIIoNQtJg#10,Aspect,,
opinion:wish for a standard size to avoid paying the same $12 for less food,Opinion,wish for a standard size to avoid paying the same $12 for less food,
aspect:DjVn5hf4P2WGCsIIoNQtJg#11,Aspect,,
opinion:small space,Opinion,small space,
review:Cv3WzzV9Rxx3YOXDWT5FJw,Review,,"I had very high hopes about this place from its appearance on the Food Network and previous reviews. It's known for being a dive and I can appreciate that, however, this is past that. You have to park across the street and cross a busy road, which is ok, but definitely scary with little ones. There are a few tables outside but you can tell that there is no attention to that area. The tables were dirty (I doubt they ever get clean) and the ground was weeds and dirt; granted, its outside but a little attention could take that area from dirty to cute outdoorsy patio. 

For a walk up window, service is very slow. We waited about 15 minutes for a burger, sandwich and a hot dog. Not fun, entertaining hungry children just feet from a busy road. 

All that could be looked past if the food was amazing, it was not. It was very pricey considering. I didn't try the burger but for $10+ I expect a large and flavorful burger, but my husband ate it in a few bites and said the ones we make home are better. Disappointing. I had Reuben with onion rings. My reuben was good with a decent amount of meat, not overly memorable but also not bad. I ordered the onion rings which came with an upcharge of around $3... could not have been less worth it. I only had about 5 rings and they were covered in this spicy salty mix and very very greasy. Again, disappointing. 

For dessert, we will still feeling optimistic for their ""dairy bar"". That sounds to me like some fresh, homemade ice cream. Nope. $3 for a scoop of vanilla Blue Bell out of the carton. Again, very disappointing. 

We had high hopes for this establishment, it has a cute concept but we will not be returning. Overpriced for quality and taste."
user:FnZFKwjrdFcANgepUZ1zQw,User,,
business:LaQgujKtAQ4yPSmqR-3KAQ,Business,,
aspect:Cv3WzzV9Rxx3YOXDWT5FJw#1,Aspect,,
opinion:scary with little ones when crossing a busy road,Opinion,scary with little ones when crossing a busy road,
aspect:Cv3WzzV9Rxx3YOXDWT5FJw#2,Aspect,,
opinion:tables were dirty and the ground was weeds and dirt,Opinion,tables were dirty and the ground was weeds and dirt,
aspect:Cv3WzzV9Rxx3YOXDWT5FJw#3,Aspect,,
"opinion:waited about 15 minutes for a burger, sandwich and a hot dog",Opinion,"waited about 15 minutes for a burger, sandwich and a hot dog",
aspect:Cv3WzzV9Rxx3YOXDWT5FJw#4,Aspect,,
opinion:burger was very pricey at $10+,Opinion,burger was very pricey at $10+,
aspect:Cv3WzzV9Rxx3YOXDWT5FJw#5,Aspect,,
"opinion:burger was not amazing, disappointing",Opinion,"burger was not amazing, disappointing",
aspect:Cv3WzzV9Rxx3YOXDWT5FJw#6,Aspect,,
"opinion:Reuben had a good amount of meat, not overly memorable but also not bad",Opinion,"Reuben had a good amount of meat, not overly memorable but also not bad",
aspect:Cv3WzzV9Rxx3YOXDWT5FJw#7,Aspect,,
opinion:onion rings had an upcharge of around $3 for only 5 rings,Opinion,onion rings had an upcharge of around $3 for only 5 rings,
aspect:Cv3WzzV9Rxx3YOXDWT5FJw#8,Aspect,,
opinion:onion rings were covered in a spicy salty mix and very greasy,Opinion,onion rings were covered in a spicy salty mix and very greasy,
aspect:Cv3WzzV9Rxx3YOXDWT5FJw#9,Aspect,,
opinion:$3 for a scoop of vanilla Blue Bell,Opinion,$3 for a scoop of vanilla Blue Bell,
aspect:Cv3WzzV9Rxx3YOXDWT5FJw#10,Aspect,,
"opinion:dessert was very disappointing, not fresh homemade",Opinion,"dessert was very disappointing, not fresh homemade",
aspect:Cv3WzzV9Rxx3YOXDWT5FJw#11,Aspect,,
opinion:overpriced for quality and taste,Opinion,overpriced for quality and taste,
review:0WeVHgHgchtbC9g7fNYAPA,Review,,"I have lived in Italy for 9 nine and this is the best Gellato outside of country that I have ever had.  The selections are numerous.  It is a bit pricey, but if you want the best, then money doesn't count as much.  Truly an enjoyable experience."
user:nIPqjIbzNDP3xWlC-kTCAQ,User,,
business:H5nMeiXJmLpBALeV8A-FeQ,Business,,
aspect:0WeVHgHgchtbC9g7fNYAPA#1,Aspect,,
opinion:best Gellato,Opinion,best Gellato,
aspect:0WeVHgHgchtbC9g7fNYAPA#2,Aspect,,
opinion:a bit pricey,Opinion,a bit pricey,
aspect:0WeVHgHgchtbC9g7fNYAPA#3,Aspect,,
opinion:Truly an enjoyable experience,Opinion,Truly an enjoyable experience,
review:YIXh5GB297HGItFLIpwT-A,Review,,"I think everyone's rating is close to the money. We came lured by the 7.99 breakfast buffet and they had a good variety, but we were super disappointed. Everything was cold, some things were very hard and the waffles had a weird after taste. The hash browns had hard instances and my cup was dirty with some goo. I would not recommend this place. Avoid it and go somewhere with quality food."
user:lSHooxEyrtkOl1u6isWtKg,User,,
business:YjUWPpI6HXG530lwP-fb2A,Business,,
aspect:YIXh5GB297HGItFLIpwT-A#1,Aspect,,
opinion:rating is close to the money,Opinion,rating is close to the money,
aspect:YIXh5GB297HGItFLIpwT-A#2,Aspect,,
opinion:everything was cold and some things were very hard,Opinion,everything was cold and some things were very hard,
aspect:YIXh5GB297HGItFLIpwT-A#3,Aspect,,
opinion:waffles had a weird after taste,Opinion,waffles had a weird after taste,
aspect:YIXh5GB297HGItFLIpwT-A#4,Aspect,,
opinion:hash browns had hard instances,Opinion,hash browns had hard instances,
aspect:YIXh5GB297HGItFLIpwT-A#5,Aspect,,
opinion:cup was dirty with some goo,Opinion,cup was dirty with some goo,
